ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0050708	GO:0050708	3/17	191/10899	0.00300569287723257	0.0499407339229865	0.0313222603395097	Nriv.00g046230/Nriv.00g076490/Nriv.00g142910	3
GO:0043010	GO:0043010	2/17	53/10899	0.00301143400380316	0.0499407339229865	0.0313222603395097	Nriv.00g094470/Nriv.00g094500	2
GO:0006091	GO:0006091	3/17	193/10899	0.00309563162005981	0.0499407339229865	0.0313222603395097	Nriv.00g012860/Nriv.00g094470/Nriv.00g094500	3
GO:0008254	GO:0008254	1/17	2/10899	0.00311726225268161	0.0499407339229865	0.0313222603395097	Nriv.00g169830	1
GO:0014056	GO:0014056	1/17	2/10899	0.00311726225268161	0.0499407339229865	0.0313222603395097	Nriv.00g076490	1
GO:0014057	GO:0014057	1/17	2/10899	0.00311726225268161	0.0499407339229865	0.0313222603395097	Nriv.00g076490	1
GO:0014061	GO:0014061	1/17	2/10899	0.00311726225268161	0.0499407339229865	0.0313222603395097	Nriv.00g076490	1
GO:0015220	GO:0015220	1/17	2/10899	0.00311726225268161	0.0499407339229865	0.0313222603395097	Nriv.00g084530	1
GO:0035675	GO:0035675	1/17	2/10899	0.00311726225268161	0.0499407339229865	0.0313222603395097	Nriv.00g084530	1
GO:0035815	GO:0035815	1/17	2/10899	0.00311726225268161	0.0499407339229865	0.0313222603395097	Nriv.00g076490	1
GO:0050290	GO:0050290	1/17	2/10899	0.00311726225268161	0.0499407339229865	0.0313222603395097	Nriv.00g076550	1
GO:0010466	GO:0010466	2/17	54/10899	0.00312439546886609	0.0499407339229865	0.0313222603395097	Nriv.00g076490/Nriv.00g142910	2
